File,ESTC ID,Title,Author,Printer,Location,City,Subject,Notes,Misc.,Category,Genre,Genre Category
WB MI 20181002.csv,N16430,"Answers for William Young merchant in Aberdeen, to the petition of John Reynolds merchant in London","Young, William",,,E,"Young, William, merchant -- Trials, litigation, etc.; Reynolds, John, merchant -- Trials, litigation, etc.Trials -- Scotland.; Trials -- Great Britain.",Signed at end: John Douglas.; Denying Reynold's charge of fraud.; Dated at head of drop-head title: Jan. 5. 1771.,", merchant.",Legal,Trial Proceedings,
WB MI 20181002.csv,N16465,"Answers for William Innes of Sandside, to the petition of Lauchlan Duff, writer to the Signet","Innes, William.",,,E,,Signed at end: D. Armstrong.; Dated at head of drop-head title: March 5. 1771.,,Legal,Trial Proceedings,
WB MI 20181002.csv,N16466,"Answers for Lawrence Sutherland, manufacturer in Elgin; Ann Sutherland, his sister, spouse to Mr. John Grant minister of Dundorcas; and John Gray writer in Edinburgh, trustee for John Sutherland writer there, now deceased; to the petition of Alexande","Sutherland, Lawrence",,,E,"Sutherland, Lawrence -- Trials, litigation, etc. -- Early works to 1800.Land settlement -- Early works to 1800.Petitions.",Signed at end: Ad. Rolland.; Dated at head of drop-head title: February 20. 1771.,,Legal,Trial Proceedings,
WB MI 20181002.csv,N16467,"Answers for David Gray, shoemaker in Prestonpans; to the petition of Robert Reid, shoemaker in Kilmarnock","Gray, David",,,E,Boroughs -- Early works to 1800.,Signed at end: James Boswell.; On the question of the jurisdiction of the Kilmarnock bailiffs in cases of debt.; Dated at head of drop-head title: March 5. 1771.,", shoemaker.",Legal,Trial Proceedings,
WB MI 20181002.csv,N16470,"Answers for Kenneth Mackenzie, commonly designed tutor of Kilcoy, Sir Harry Monro of Fowlis, Baronet, Thomas Mackenzie of Highfield, ... to the petition of Roderick Mackenzie of Scotsburn",AnonN16470,,,E,"Mackenzie, Roderick active 1771 -- Trials, litigation, etc. -- Early works to 1800.Payment -- Early works to 1800.",Signed at end: Alex. Lockhart.; Dated at head of drop-head title: February 14. 1771.,,Legal,Trial Proceedings,
WB MI 20181002.csv,N16471,"Answers for William Mackirrel of Hillhouse, charger; to the petition of James Reid in townend of Barrassie; and John Cousar and Robert Gardiner, both farmers in Barrassie, suspenders","Mackirrel, William",,,E,,Signed at end: Geo. Wallace.; James Boswell was advocate for the suspenders.; Dated at head of drop-head title: February 15. 1771.,,Legal,Trial Proceedings,
WB MI 20181002.csv,N16477,"Answers for John Syme of Meikle Culloch, writer to the Signet, for himself, and in name of the following freeholders in the stewartry of Kirkcudbright, who adhered to the objections after-mentioned, made by him, ... to the petition and complaint of C",AnonN16477,,,E,Inheritance and succession -- Early works to 1800.,"Signed at end: Alex. Lockhart.; Includes: 'Answers for John Syme .. to the petition and complaint of Mr Edward Maxwell merchant in Dumfries', 2p. at end.; Heron and Maxwell had petitioned for admission to the roll of freeholders of Kirkcudbright.; Dated at head of drop-head title: January 19. 1771.",,Legal,Trial Proceedings,
WB MI 20181002.csv,N16553,"Answers for Thomas Cairns, surgeon; to the petition of Messrs. Mansfield, Hunter, and Company, merchants in Edinburgh; Messrs. Cochran, Murdoch, and Company, merchants in Glasgow; Thomas Rigg of Morton, Esq; and others, creditors of the deceast John ","Cairns, Thomas",,,E,Debtor and creditor -- Early works to 1800.Petitions.,Dated at head of the drop-head title: February 7. 1771.; Signed: Henry Dundass.,,Legal,Trial Proceedings,
WB MI 20181002.csv,N1670,"An essay on the ophthalmia or inflammation of the eyes, and the diseases of the transparent cornea; with improvements in the methods of cure. By William Rowley, Surgeon","Rowley, William",printed for Francis Newbery,at the Corner of St. Paul's Church Yard,L,Cornea -- Diseases -- Early works to 1800.; Cornea -- Ulcers -- Early works to 1800.; Eye -- Inflammation -- Early works to 1800.Essays.,,", 1742-1806.",Scientific/Scholarly,Dissertations,
WB MI 20181002.csv,N16721,"Information for George Straiton in Wardroperton, defender, against James Scot of Comiston, pursuer","Straiton, George",,,E,Land tenure -- Law and legislation -- Early works to 1800.,Signed at end: Alex. Wight.; On the hereditary right to possession of certain lands.; Dated at head of drop-head title: February 5. 1771.,,Legal,Trial Proceedings,
WB MI 20181002.csv,N16736,"Information for Andrew Douglas, and others, creditors of the deceased Captain Colin Ferguson of Corstown, against Margaret Austin, &c","Douglas, Andrew",,,E,Debtor and creditor -- Early works to 1800.,Signed at end: Ilay Campbell.; Dated at head of drop-head title: January 10. 1771.,", active 1771.",Legal,Trial Proceedings,
WB MI 20181002.csv,N17143,"The Iliad of Homer. Translated by Alexander Pope, Esq; ",Homer,"printed for J. Whiston, Baker and Leigh, William Strahan, T. Payne, John and Francis Rivington [and 19 others]",in London,L,,"The notes are written in part by William Broome.; Includes 'An essay on the life, writings, and learning of Homer' by T. Parnell.; Probably sometimes issued with 'The Odyssey of Homer. Translated by Alexander Pope, ..' printed for the same booksellers, 1771.",,Literary,Fiction,
WB MI 20181002.csv,N17172,"The history of Tom Jones, a foundling. Abridged from the works of Henry Fielding, Esq","Fielding, Henry",printed for Francis Newbery,,L,English fiction.,With seven final advertisement leaves.,", 1707-1754.",Literary,Fiction,
WB MI 20181002.csv,N17312,"Heads of the lectures on rhetorick, and belles lettres, in the University of Edinburgh, by Hugh Blair, D.D. 1771","Blair, Hugh",sold by A. Kincaid & W. Creech,,E,Rhetoric -- 1500-1800.; English language -- Rhetoric.; Literature -- History and criticism.,Price from imprint: Price Sixpence.,", 1718-1800.",Literary,Essays,
WB MI 20181002.csv,N17777,"An historical dissertation concerning the antiquity of the English constitution. By Gilbert Stuart, LL.D","Stuart, Gilbert","printed for T. Cadell, successor to Mr. Millar; and A. Kincaid, and W. Creech",Edinburgh,L,Anglo-Saxons -- Politics and government.,With a final leaf of corrections.,", 1742-1786.",Historical;Scientific/Scholarly,Dissertation?,
WB MI 20181002.csv,N17851,"A guide for the freeholders of Great Britain, and the livery of London: in order to preserve their rights and priviledges, by a dissolution of Parliament, on the present alarming crisis; and to prevent Bribery and Corruption on future Elections: sh",AnonN17851,printed for the author,"to be sold at most booksellers, and pamphlet shops in town ",L,Great Britain -- Politics and government -- 1714-1820.,Price from imprint: price Two Shillings and Six Pence.,,Instructional/Reference,Guidebooks,
WB MI 20181002.csv,N1792,"An essay on the first principles of government, and on the nature of political, civil, and religious liberty, including remarks on Dr. Brown's Code of education, and on Dr. Balguy's sermon on church authority. The second edition, corrected and enla","Priestley, Joseph","printed for J. Dodsley , T. Cadell, (successor to Mr. Millar), and J. Johnson","in Pall-Mall and in the Strand and No. 72, in St. Paul's Church-Yard",L,"Brown, John, 1715-1766. Thoughts on civil liberty, on licentiousness and faction.; Balguy, Thomas, 1716-1795. Sermon preached at Lambeth Chapel on the consecration of Jonathan Shipley.Political science.",With a final advertisement leaf.,", 1733-1804.",Literary,Essays,
WB MI 20181002.csv,N18055,"Grace and truth; or, the glory and fulness of the Redeemer displayed. In an attempt to explain, ... the most remarkable types, figures, and allegories of the Old Testament. By the Reverend Mr William M'Ewen, ","McEwen, William",printed by and for John Gray,,E,,,", 1735-1762.",Religious,Catechism,
WB MI 20181002.csv,N18237,The generous inconstant. A novel. In two volumes. By a lady. ,Lady,printed for W. Nicoll,,L,,,,Literary,Fiction,
WB MI 20181002.csv,N18243 ,"The genuine poetical works of Charles Cotton, Esq; containing I. Scarronides: or, Virgil travestie. II. Lucian burlesqu'd: or, the scoffer scoff'd. III. The wonders of the Peake. Illustrated with many curious cuts, all New-Design'd, and Engraved by","Cotton, Charles","printed for J. Rivington, W. Johnston, T. Davies, T. Caslon, Stanley Crowder, B. Law, S. Bladon, Robinson and Roberts, T. Cadell, and G. Knap",,L,"Virgil. Aeneis -- Parodies, imitations, etc.; Lucian, of Samosata -- Parodies, imitations, etc.Chatsworth (England)The Peak (England)",'Scarronides' and 'Burlesque upon burlesque: or the scoffer scoff'd' each have their own titlepage.; 'Scarronides' is of the fifteenth edition and 'Burlesque upon burlesque' is of the eighth edition.,", 1630-1687.",Literary,Poems,
WB MI 20181002.csv,N18317,"The gentleman's diary, or the mathematical repository; an almanack for the year of our Lord 1771. ",AnonN18317,"printed by W. Bowyer and J. Nichols, for the Company of Stationers",,L,"Almanacs, English.Almanacs.",Titlepage in red and black.,,Instructional/Reference,Almanac,
WB MI 20181002.csv,N18338,"A guide to the English tongue. In two parts. ... To which is now added, an appendix, ... By T. Dyche, ","Dyche, Thomas",printed for Catherine and Richard Ware,,L,Spellers.,,", -approximately 1733.",Instructional/Reference,Guidebooks,
WB MI 20181002.csv,N1839,"An englishman's remonstrance: inscribed to the Right Honourable Brass Crosby, Lord Mayor of London. By William Sharp, jun","Sharp, William","printed for the author; and sold by Almon, John, 1737-1805.","opposite Burlington House, in Piccadilly",L,English poetry -- 18th century.Poems.,Verse.; A satire on the enemies of Wilkes.; A leaf paged *11-*12 is insterted after p.12.; Price from imprint: price One Shilling.,", -1794.",Literary,Poems,
WB MI 20181002.csv,N1847,"The following subjects being such as I wish to obtain, and the method here laid down to preserve them being, calculated to give as little trouble as possible to the collector, ","Lever, Ashton",,,L,"Leverian Museum (London, England)Natural history museums -- England -- London.; Zoological specimens -- Collection and preservation.","Dated and signed at end: Alkrinton, 1771 [last digit in manuscript] Ashton Lever.; Contains a list of items wanted for the Leverian Museum.",", Sir, 1729-1788.",Scientific/Scholarly,Dissertations,
WB MI 20181002.csv,N18549,"A free address to freemen. By William Sharp, jun","Sharp, William","printed for William Flexney, Bookseller",Holborn,L,Conduct of life -- Early works to 1800.Addresses.,With a half-title.,", -1794.",Addresses,Address,
WB MI 20181002.csv,N18645,The frequented village. A poem. By a gentleman of the Middle Temple,"King, Anthony",printed for J. Godwin,Near The New Church In The Strand,L,English poetry -- 18th century.Poems.,A gentleman of the Middle Temple = Anthony King.; Dedicated to Oliver Goldsmith and inspired by 'The deserted village'.,", LL.D.",Literary,Poems,
WB MI 20181002.csv,N18921,"The letters of Freeman, &c",Freeman,printed in the year,,L,,"The letters are by Christopher Gadsden, John Mackenzie, William Henry Drayton, and others.",,CDM,CDM,
WB MI 20181002.csv,N19361,A Latin grammar for the use of Christ's Hospital,"Penn, James",[s.n.],,L,Latin language -- Grammar -- Early works to 1800.,Anonymous. By James Penn.; The titlepage is engraved.,", 1727-1800.",Instructional/Reference,Grammars,
WB MI 20181002.csv,N19415,"Lex mercatoria rediviva: or, the merchant's directory. Being a complete guide to all men in business, Whether AS Traders, Remitters, Owners, Freighters, Captains, Insurers, Brokers, Factors, Supercargoes, Agents. Containing an account of our trading ","Beawes, Wyndham","printed for J. Rivington, Thomas Longman, B. Law, Stanley Crowder, T. Becket, T. Cadell, Robinson and Roberts, and R. Baldwin",,L,Commerce.,,,Commercial/Organizational;Instructional/Reference,Guidebooks,
WB MI 20181002.csv,N19623 ,"A letter to the people of Great Britain, on the present alarming crisis. Pointing at the most eligible means for limiting the number of place-men and pensioners, in Parliament, and putting an end to bribery and corruption; to obviate the dangers wh",AnonN19623 ,"sold at J. Dodsley, Mr. Davis's and Mr. Almon's, Mr. Hall's, Mr. Hutchinson's, M","in Pall-Mall and in Piccadilly and in Gerrard-Street, Soho and in Piccadilly",L,Great Britain. Parliament -- Elections.Great Britain -- Politics and government -- 1789 -- Early works to 1800.; Great Britain -- Politics and government -- 1760-1789 -- Early works to 1800.,,,Addresses,Address?,
WB MI 20181002.csv,N19633,"Letters to the Reverend Doctor Benjamin Dawson, occasioned by a late publication of his, intitled, 'Free thoughts on the subject of a farther reformation of the Church of England, with remarks.' To which is prefixed, an address to both Houses of Parl","Hazlitt, William",printed for S. Bladon,,L,,Philalethes = William Hazlitt? - A defence of Joseph Priestley.; 'Free thoughts on the subject of a farther reformation' was written by John Jones and edited by Benjamin Dawson.,", 1737-1820.",Addresses,Address?,
WB MI 20181002.csv,N20013,"The patterns of mercy. Being the substance of a discourse delivered at Ballinderry in the county of Antrim, in the year 1754. By John Cennick","Cennick, John",re-printed; and sold by M. Lewis,Dublin printed: London,L,"Bible. Timothy, I, 15-16 -- Sermons -- Early works to 1800.Speeches, addresses, etc., English -- Early works to 1800.Sermons.","Horizontal chain lines.; Also issued as part of: 'Twenty discourses on the following important subjects, .. vol.II', London, 1770 [1773?] and London, 1777.",", 1718-1755.",Religious,Sermon,
